Time,Price,Volume,SP1,SV1,BP1,BV1,isBuy
09:15,3.72,0,3.72,5000,3.72,5000,1
09:16,3.71,0,3.71,5033,3.71,5033,1
09:17,3.71,0,3.71,5038,3.71,5038,1
09:18,3.7,0,3.7,5328,3.7,5328,1
09:19,3.66,0,3.66,1498,3.66,1498,1
09:20,3.66,0,3.66,1659,3.66,1659,1
09:21,3.66,0,3.66,1848,3.66,1848,1
09:22,3.66,0,3.66,2709,3.66,2709,1
09:23,3.66,0,3.66,2787,3.66,2787,1
09:24,3.66,0,3.66,3179,3.66,3179,1
09:25,3.66,3990,3.66,1728,3.65,1392,1
09:26,3.66,3990,3.66,1728,3.65,1392,1
09:27,3.66,3990,3.66,1728,3.65,1392,1
09:28,3.66,3990,3.66,1728,3.65,1392,1
09:29,3.66,3990,3.66,1728,3.65,1392,1
09:30,3.66,8501,3.66,384,3.65,10,1
09:31,3.65,1062,3.66,7795,3.65,526,0
09:32,3.65,2365,3.65,404,3.64,2920,1
09:33,3.64,2756,3.65,2684,3.64,2669,0
09:34,3.65,1130,3.65,2664,3.64,3359,1
09:35,3.64,3023,3.65,2787,3.64,5300,0
09:36,3.64,1196,3.65,4646,3.64,5431,0
09:37,3.65,644,3.65,4749,3.64,6338,1
09:38,3.65,1329,3.65,3659,3.64,7052,1
09:39,3.65,8199,3.66,7086,3.65,428,0
09:40,3.67,10485,3.67,2109,3.66,2433,1
09:41,3.67,778,3.67,3919,3.66,2553,1
09:42,3.66,2568,3.67,6296,3.66,883,0
09:43,3.66,2573,3.66,440,3.65,3520,1
09:44,3.66,2254,3.66,925,3.65,4164,1
09:45,3.66,2225,3.66,487,3.65,4215,1
09:46,3.67,1276,3.67,9500,3.66,1777,1
09:47,3.67,669,3.67,10185,3.66,1284,1
09:48,3.67,909,3.67,10808,3.66,3346,1
09:49,3.67,590,3.67,10109,3.66,3681,1
09:50,3.67,523,3.67,10370,3.66,2806,1
09:51,3.66,1584,3.67,8361,3.66,4387,0
09:52,3.66,2483,3.67,6914,3.66,4952,0
09:53,3.68,14585,3.68,1553,3.67,7489,1
09:54,3.7,6580,3.7,4328,3.69,1502,1
09:55,3.69,3574,3.7,4518,3.69,342,0
09:56,3.69,6501,3.7,2910,3.69,983,0
09:57,3.7,4324,3.71,3268,3.7,1589,0
09:58,3.71,2745,3.71,1547,3.7,2398,1
09:59,3.7,2694,3.71,3048,3.7,1723,0
10:00,3.71,4144,3.71,2600,3.7,1446,1
10:01,3.71,1199,3.71,4299,3.7,2078,1
10:02,3.7,3674,3.7,1657,3.69,2027,1
10:03,3.7,1050,3.7,5182,3.69,4163,1
10:04,3.69,1302,3.7,4497,3.69,2237,0
10:05,3.69,1753,3.7,5869,3.69,1966,0
10:06,3.69,1067,3.7,6147,3.69,2535,0
10:07,3.69,484,3.7,6627,3.69,2319,0
10:08,3.69,3134,3.69,406,3.68,3799,1
10:09,3.68,1029,3.69,548,3.68,6870,0
10:10,3.69,2614,3.7,8267,3.69,5,1
10:11,3.69,1238,3.69,2,3.68,4283,1
10:12,3.68,3058,3.69,317,3.68,4346,0
10:13,3.69,742,3.69,1791,3.68,8364,1
10:14,3.69,2285,3.69,657,3.68,5721,1
10:15,3.68,885,3.69,2540,3.68,5412,0
10:16,3.69,1986,3.69,4051,3.68,4180,1
10:17,3.68,881,3.69,5067,3.68,3783,0
10:18,3.68,4745,3.68,168,3.67,9147,1
10:19,3.67,943,3.68,4,3.67,10422,0
10:20,3.68,766,3.69,6397,3.68,257,0
10:21,3.68,850,3.69,6829,3.68,440,0
10:22,3.69,1304,3.69,8075,3.68,76,1
10:23,3.68,498,3.69,8083,3.68,447,0
10:24,3.68,386,3.69,8496,3.68,2141,0
10:25,3.68,6456,3.69,2904,3.68,2315,0
10:26,3.69,769,3.69,2308,3.68,3437,1
10:27,3.68,562,3.69,2829,3.68,3681,0
10:28,3.68,266,3.69,3043,3.68,3968,0
10:29,3.68,306,3.69,3860,3.68,4707,0
10:30,3.69,198,3.69,4394,3.68,5480,1
10:31,3.69,295,3.69,4637,3.68,6202,1
10:32,3.69,793,3.69,4097,3.68,6502,1
10:33,3.69,291,3.69,4120,3.68,6589,1
10:34,3.69,901,3.69,3518,3.68,6536,1
10:35,3.69,757,3.69,3101,3.68,6051,1
10:36,3.68,547,3.69,6255,3.68,6819,0
10:37,3.69,274,3.69,6304,3.68,9062,1
10:38,3.69,167,3.69,7605,3.68,8821,1
10:39,3.68,8763,3.7,10958,3.69,94,0
10:40,3.69,742,3.7,10618,3.69,5843,0
10:41,3.7,6456,3.7,4127,3.69,4140,1
10:42,3.7,2266,3.7,3259,3.69,4593,1
10:43,3.69,812,3.7,5077,3.69,4645,0
10:44,3.69,615,3.7,5712,3.69,5425,0
10:45,3.69,477,3.7,6097,3.69,5022,0
10:46,3.69,555,3.7,7519,3.69,4628,0
10:47,3.69,398,3.7,9077,3.69,4229,0
10:48,3.69,2336,3.7,9656,3.69,2255,0
10:49,3.69,3233,3.7,8239,3.69,1481,0
10:50,3.69,2555,3.69,714,3.68,8113,1
10:51,3.69,2871,3.69,2,3.68,7752,0
10:52,3.7,1692,3.7,9208,3.68,7980,1
10:53,3.7,1532,3.7,9216,3.69,370,1
10:54,3.69,512,3.7,9953,3.69,2042,0
10:55,3.69,1936,3.7,10213,3.69,1612,0
10:56,3.69,1335,3.7,10286,3.69,1535,0
10:57,3.7,908,3.7,11053,3.69,2471,1
10:58,3.7,566,3.7,11060,3.69,2249,1
10:59,3.69,70,3.7,10798,3.69,2344,0
11:00,3.7,258,3.7,11106,3.69,2209,1
11:01,3.7,369,3.7,14036,3.69,2252,1
11:02,3.7,1410,3.7,13262,3.69,2620,1
11:03,3.69,5007,3.7,12916,3.69,1590,0
11:04,3.69,1841,3.7,14741,3.69,654,0
11:05,3.69,246,3.7,15904,3.69,919,0
11:06,3.7,126,3.7,16257,3.69,2710,1
11:07,3.69,2308,3.7,16715,3.69,4641,0
11:08,3.7,1073,3.7,16691,3.69,4456,1
11:09,3.7,390,3.7,16782,3.69,4592,1
11:10,3.7,1285,3.7,15734,3.69,5598,1
11:11,3.7,341,3.7,16061,3.69,5971,1
11:12,3.7,2233,3.7,13867,3.69,7051,1
11:13,3.7,3210,3.7,10930,3.69,7376,1
