Time,Price,Volume,Amount,SP1,SP2,SP3,SP4,SP5,SV1,SV2,SV3,SV4,SV5,BP1,BP2,BP3,BP4,BP5,BV1,BV2,BV3,BV4,BV5,isBuy
2020-01-02 09:15:09,3.11,0.000,0.000,3.11,0,0,0,0,22,84,0,0,0,3.11,0,0,0,0,22,0,0,0,0,1
2020-01-02 09:16:39,3.11,0.000,0.000,3.11,0,0,0,0,23,83,0,0,0,3.11,0,0,0,0,23,0,0,0,0,1
2020-01-02 09:16:48,3.11,0.000,0.000,3.11,0,0,0,0,57,49,0,0,0,3.11,0,0,0,0,57,0,0,0,0,1
2020-01-02 09:17:42,3.11,0.000,0.000,3.11,0,0,0,0,97,9,0,0,0,3.11,0,0,0,0,97,0,0,0,0,1
2020-01-02 09:17:51,3.11,0.000,0.000,3.11,0,0,0,0,106,0,0,0,0,3.11,0,0,0,0,106,1491,0,0,0,1
2020-01-02 09:18:45,3.11,0.000,0.000,3.11,0,0,0,0,156,0,0,0,0,3.11,0,0,0,0,156,1441,0,0,0,1
2020-01-02 09:19:21,3.11,0.000,0.000,3.11,0,0,0,0,175,0,0,0,0,3.11,0,0,0,0,175,1422,0,0,0,1
2020-01-02 09:19:39,3.11,0.000,0.000,3.11,0,0,0,0,181,0,0,0,0,3.11,0,0,0,0,181,1416,0,0,0,1
2020-01-02 09:20:37,3.11,0.000,0.000,3.11,0,0,0,0,207,0,0,0,0,3.11,0,0,0,0,207,1390,0,0,0,1
2020-01-02 09:20:54,3.11,0.000,0.000,3.11,0,0,0,0,207,0,0,0,0,3.11,0,0,0,0,207,1391,0,0,0,1
2020-01-02 09:21:39,3.11,0.000,0.000,3.11,0,0,0,0,667,0,0,0,0,3.11,0,0,0,0,667,931,0,0,0,1
2020-01-02 09:21:57,3.11,0.000,0.000,3.11,0,0,0,0,668,0,0,0,0,3.11,0,0,0,0,668,930,0,0,0,1
2020-01-02 09:23:00,3.11,0.000,0.000,3.11,0,0,0,0,668,0,0,0,0,3.11,0,0,0,0,668,931,0,0,0,1
2020-01-02 09:23:36,3.11,0.000,0.000,3.11,0,0,0,0,693,0,0,0,0,3.11,0,0,0,0,693,966,0,0,0,1
2020-01-02 09:23:55,3.11,0.000,0.000,3.11,0,0,0,0,693,0,0,0,0,3.11,0,0,0,0,693,979,0,0,0,1
2020-01-02 09:24:13,3.11,0.000,0.000,3.11,0,0,0,0,694,0,0,0,0,3.11,0,0,0,0,694,978,0,0,0,1
2020-01-02 09:24:31,3.11,0.000,0.000,3.11,0,0,0,0,694,0,0,0,0,3.11,0,0,0,0,694,1052,0,0,0,1
2020-01-02 09:24:57,3.11,0.000,0.000,3.11,0,0,0,0,694,0,0,0,0,3.11,0,0,0,0,694,1092,0,0,0,1
2020-01-02 09:25:04,3.11,694.000,215834.000,3.12,3.13,3.14,3.15,3.16,437,66,238,175,355,3.11,3.1,3.09,3.08,3.07,1092,99,12510,385,378,1
2020-01-02 09:30:00,3.12,16.000,4992.000,3.12,3.13,3.14,3.15,3.16,421,66,238,175,355,3.11,3.1,3.09,3.08,3.07,1092,99,12510,385,378,1
2020-01-02 09:30:03,3.13,1112.000,346937.000,3.13,3.14,3.15,3.16,3.17,126,385,301,680,809,3.12,3.11,3.1,3.09,3.08,48,1320,5141,2651,390,1
2020-01-02 09:30:06,3.12,10.000,3120.000,3.13,3.14,3.15,3.16,3.17,213,375,360,685,852,3.12,3.11,3.1,3.09,3.08,758,1358,6148,2651,390,0
2020-01-02 09:30:09,3.12,0.000,0.000,3.13,3.14,3.15,3.16,3.17,213,375,360,685,852,3.12,3.11,3.1,3.09,3.08,758,1358,6148,2651,390,0
2020-01-02 09:30:09,3.13,106.000,33178.000,3.13,3.14,3.15,3.16,3.17,107,419,371,695,852,3.12,3.11,3.1,3.09,3.08,954,1620,6285,2651,410,1
2020-01-02 09:30:12,3.13,0.000,0.000,3.13,3.14,3.15,3.16,3.17,107,419,371,695,852,3.12,3.11,3.1,3.09,3.08,1054,1677,6285,2651,410,1
2020-01-02 09:30:15,3.13,59.000,18467.000,3.13,3.14,3.15,3.16,3.17,68,419,371,695,852,3.12,3.11,3.1,3.09,3.08,1054,1598,6372,2651,410,1
2020-01-02 09:30:17,3.13,0.000,0.000,3.13,3.14,3.15,3.16,3.17,68,419,371,695,852,3.12,3.11,3.1,3.09,3.08,1054,1598,6372,2651,410,1
2020-01-02 09:30:21,3.13,21.000,6573.000,3.13,3.14,3.15,3.16,3.17,47,419,371,695,852,3.12,3.11,3.1,3.09,3.08,1074,1598,6372,2651,410,1
2020-01-02 09:30:24,3.12,12.000,3749.000,3.13,3.14,3.15,3.16,3.17,242,419,371,695,852,3.12,3.11,3.1,3.09,3.08,1067,1608,6386,2651,410,0
