Time,Price,Volume,Amount,SP1,SP2,SP3,SP4,SP5,SV1,SV2,SV3,SV4,SV5,BP1,BP2,BP3,BP4,BP5,BV1,BV2,BV3,BV4,BV5,isBuy
2020-01-02 09:15:09,9.53,0.000,0.000,9.53,0,0,0,0,2,0,0,0,0,9.53,0,0,0,0,2,10,0,0,0,1
2020-01-02 09:15:54,9.53,0.000,0.000,9.53,0,0,0,0,2,0,0,0,0,9.53,0,0,0,0,2,19,0,0,0,1
2020-01-02 09:16:12,9.53,0.000,0.000,9.53,0,0,0,0,2,0,0,0,0,9.53,0,0,0,0,2,20,0,0,0,1
2020-01-02 09:17:24,9.53,0.000,0.000,9.53,0,0,0,0,2,0,0,0,0,9.53,0,0,0,0,2,11,0,0,0,1
2020-01-02 09:23:00,9.54,0.000,0.000,9.54,0,0,0,0,2,0,0,0,0,9.54,0,0,0,0,2,1,0,0,0,1
2020-01-02 09:23:45,9.54,0.000,0.000,9.54,0,0,0,0,3,9,0,0,0,9.54,0,0,0,0,3,0,0,0,0,1
2020-01-02 09:24:31,9.54,0.000,0.000,9.54,0,0,0,0,12,0,0,0,0,9.54,0,0,0,0,12,24,0,0,0,1
2020-01-02 09:24:40,9.55,0.000,0.000,9.55,0,0,0,0,12,0,0,0,0,9.55,0,0,0,0,12,82,0,0,0,1
2020-01-02 09:24:58,9.56,0.000,0.000,9.56,0,0,0,0,12,0,0,0,0,9.56,0,0,0,0,12,30,0,0,0,1
2020-01-02 09:25:04,9.56,12.000,11472.000,9.57,9.58,9.6,9.68,9.7,15,7,30,39,200,9.56,9.55,9.54,9.53,9.51,30,94,36,13,4,1
2020-01-02 09:30:03,9.57,61.000,58377.000,9.58,9.6,9.63,9.66,9.67,107,30,30,30,10,9.57,9.56,9.55,9.54,9.53,104,41,146,86,13,1
2020-01-02 09:30:06,9.57,102.000,97614.000,9.58,9.6,9.63,9.66,9.67,112,30,30,35,10,9.57,9.56,9.55,9.54,9.53,13,41,148,104,13,0
2020-01-02 09:30:09,9.57,0.000,0.000,9.58,9.6,9.63,9.66,9.67,112,30,30,35,10,9.57,9.56,9.55,9.54,9.53,13,41,148,104,13,0
2020-01-02 09:30:12,9.57,0.000,0.000,9.58,9.59,9.6,9.63,9.66,118,15,30,30,35,9.57,9.56,9.55,9.54,9.53,23,46,148,104,13,0
2020-01-02 09:30:15,9.57,11.000,10527.000,9.58,9.59,9.6,9.63,9.66,118,15,30,30,35,9.57,9.56,9.55,9.54,9.53,12,46,148,104,13,0
2020-01-02 09:30:17,9.57,0.000,0.000,9.58,9.59,9.6,9.63,9.66,118,15,30,30,35,9.57,9.56,9.55,9.54,9.53,12,46,148,104,13,0
2020-01-02 09:30:18,9.58,1.000,958.000,9.58,9.59,9.6,9.63,9.66,117,15,30,30,35,9.57,9.56,9.55,9.54,9.53,12,46,148,104,13,1
2020-01-02 09:30:21,9.57,1.000,957.000,9.58,9.59,9.6,9.63,9.66,117,15,30,30,35,9.57,9.56,9.55,9.54,9.53,11,46,148,104,13,0
2020-01-02 09:30:27,9.57,0.000,0.000,9.58,9.59,9.6,9.63,9.66,117,15,30,30,35,9.57,9.56,9.55,9.54,9.53,11,55,148,104,13,0
2020-01-02 09:30:39,9.57,11.000,10527.000,9.57,9.58,9.59,9.6,9.63,10,117,15,30,30,9.56,9.55,9.54,9.53,9.52,65,148,104,13,63,0
2020-01-02 09:30:42,9.57,10.000,9570.000,9.58,9.59,9.6,9.63,9.66,116,15,30,30,35,9.56,9.55,9.54,9.53,9.52,65,148,104,13,63,1
2020-01-02 09:30:45,9.57,0.000,0.000,9.57,9.58,9.59,9.6,9.63,59,116,15,30,30,9.56,9.55,9.54,9.53,9.52,65,151,104,13,63,0
2020-01-02 09:30:51,9.56,65.000,62140.000,9.56,9.57,9.58,9.59,9.6,235,59,116,15,30,9.55,9.54,9.53,9.52,9.51,151,104,13,63,68,0
2020-01-02 09:30:54,9.55,41.000,39161.000,9.56,9.57,9.58,9.59,9.6,229,59,116,15,30,9.55,9.54,9.53,9.52,9.51,116,104,13,63,68,0
2020-01-02 09:31:00,9.55,116.000,110780.000,9.55,9.56,9.57,9.58,9.59,278,229,59,116,15,9.54,9.53,9.52,9.51,9.5,104,13,63,68,117,0
2020-01-02 09:31:12,9.52,172.000,163929.000,9.52,9.54,9.56,9.57,9.58,28,25,229,100,16,9.51,9.5,9.48,9.47,9.46,68,117,50,7,11,0
2020-01-02 09:31:21,9.51,51.000,48527.000,9.52,9.54,9.55,9.56,9.57,11,59,100,229,100,9.51,9.5,9.48,9.47,9.46,39,122,50,7,11,0
2020-01-02 09:31:24,9.49,162.000,153938.000,9.49,9.52,9.55,9.56,9.57,116,11,100,229,100,9.48,9.47,9.46,9.45,9.44,50,9,11,5,103,0
2020-01-02 09:31:30,9.45,75.000,71054.000,9.45,9.48,9.49,9.52,9.55,275,9,116,11,100,9.44,9.43,9.42,9.41,9.4,103,25,10,50,2,0
2020-01-02 09:31:33,9.45,5.000,4725.000,9.45,9.48,9.51,9.52,9.55,270,9,50,11,100,9.44,9.43,9.42,9.41,9.4,103,25,10,50,2,1
2020-01-02 09:31:36,9.48,271.000,256098.000,9.48,9.51,9.52,9.55,9.56,8,50,7,100,229,9.45,9.44,9.43,9.42,9.41,47,103,25,10,50,1
2020-01-02 09:31:39,9.44,27.000,25504.000,9.48,9.51,9.52,9.55,9.56,4,50,7,100,229,9.44,9.43,9.42,9.41,9.4,80,25,10,50,12,0
2020-01-02 09:31:45,9.48,120.000,113343.000,9.51,9.52,9.55,9.56,9.57,54,7,100,229,100,9.48,9.46,9.44,9.43,9.42,8,18,45,30,10,1
2020-01-02 09:31:54,9.48,25.000,23668.000,9.5,9.51,9.52,9.55,9.56,1,54,7,100,229,9.48,9.46,9.45,9.44,9.43,11,2,66,48,30,0
2020-01-02 09:31:57,9.48,7.000,6636.000,9.5,9.51,9.52,9.55,9.56,1,54,7,100,229,9.48,9.46,9.45,9.44,9.43,4,2,30,48,30,0
2020-01-02 09:32:03,9.5,1.000,950.000,9.51,9.52,9.55,9.56,9.57,50,7,100,229,100,9.5,9.49,9.48,9.46,9.45,19,36,7,52,78,1
2020-01-02 09:32:06,9.46,101.000,95744.000,9.51,9.52,9.55,9.56,9.57,50,7,100,229,100,9.46,9.45,9.44,9.43,9.42,18,78,58,30,10,0
2020-01-02 09:32:15,9.48,1.000,948.000,9.48,9.5,9.51,9.52,9.55,3,57,50,7,100,9.46,9.45,9.44,9.43,9.42,49,78,58,30,10,1
2020-01-02 09:32:18,9.48,1.000,948.000,9.48,9.5,9.51,9.52,9.55,2,57,50,7,100,9.46,9.45,9.44,9.43,9.42,65,81,58,30,10,1
2020-01-02 09:32:21,9.48,1.000,948.000,9.48,9.5,9.51,9.52,9.55,1,64,50,7,100,9.46,9.45,9.44,9.43,9.42,77,81,58,30,10,1
2020-01-02 09:32:24,9.46,4.000,3786.000,9.5,9.51,9.52,9.55,9.56,64,50,7,100,229,9.46,9.45,9.44,9.43,9.42,84,86,58,30,10,0
2020-01-02 09:32:30,9.46,100.000,94698.000,9.5,9.51,9.52,9.55,9.56,69,50,7,100,229,9.47,9.46,9.45,9.44,9.43,60,46,86,58,30,0
2020-01-02 09:32:48,9.47,80.000,75770.000,9.47,9.5,9.51,9.52,9.54,20,83,50,13,50,9.46,9.45,9.44,9.43,9.42,123,88,58,30,15,1
2020-01-02 09:32:51,9.47,20.000,18940.000,9.5,9.51,9.52,9.54,9.55,83,50,13,50,100,9.47,9.46,9.45,9.44,9.43,6,123,93,58,30,1
2020-01-02 09:32:57,9.46,110.000,104071.000,9.5,9.51,9.52,9.54,9.55,76,50,13,50,100,9.47,9.46,9.45,9.44,9.43,98,150,101,58,30,0
2020-01-02 09:33:00,9.47,17.000,16099.000,9.5,9.51,9.52,9.54,9.55,76,50,13,50,100,9.47,9.46,9.45,9.44,9.43,81,152,101,58,30,1
2020-01-02 09:33:18,9.5,76.000,72200.000,9.51,9.52,9.54,9.55,9.56,66,13,50,100,229,9.5,9.48,9.47,9.46,9.45,23,11,88,157,101,1
2020-01-02 09:33:24,9.51,5.000,4755.000,9.51,9.52,9.54,9.55,9.56,61,13,50,100,229,9.5,9.48,9.47,9.46,9.45,40,6,88,157,124,1
2020-01-02 09:33:27,9.51,13.000,12363.000,9.51,9.52,9.54,9.55,9.56,48,13,50,100,229,9.5,9.48,9.47,9.46,9.45,40,6,88,157,124,1
2020-01-02 09:33:33,9.51,5.000,4755.000,9.51,9.52,9.54,9.55,9.56,43,13,50,100,229,9.5,9.48,9.47,9.46,9.45,140,39,88,157,129,1
2020-01-02 09:33:36,9.5,15.000,14250.000,9.51,9.52,9.54,9.55,9.56,43,13,50,100,229,9.5,9.48,9.47,9.46,9.45,135,39,88,157,129,0
2020-01-02 09:33:39,9.5,100.000,95000.000,9.51,9.52,9.54,9.55,9.56,60,13,50,100,229,9.5,9.48,9.47,9.46,9.45,35,89,88,157,129,0
2020-01-02 09:33:51,9.5,95.000,90250.000,9.5,9.51,9.52,9.54,9.55,157,60,13,50,100,9.48,9.47,9.46,9.45,9.44,87,88,170,109,58,0
2020-01-02 09:33:54,9.5,24.000,22758.000,9.5,9.51,9.52,9.54,9.55,154,60,13,50,100,9.48,9.47,9.46,9.45,9.44,66,91,170,109,58,1
2020-01-02 09:34:09,9.48,4.000,3792.000,9.5,9.51,9.52,9.54,9.55,38,60,63,50,100,9.48,9.47,9.46,9.45,9.44,85,96,170,106,58,0
2020-01-02 09:34:21,9.48,100.000,94800.000,9.5,9.51,9.52,9.54,9.55,38,43,63,50,100,9.48,9.47,9.46,9.45,9.44,29,96,170,106,58,0
2020-01-02 09:34:27,9.57,600.000,572732.000,9.57,9.58,9.59,9.6,9.62,105,59,45,40,50,9.48,9.47,9.46,9.45,9.44,34,96,170,106,58,1
2020-01-02 09:34:36,9.5,9.000,8550.000,9.5,9.57,9.58,9.59,9.6,75,105,59,45,30,9.49,9.48,9.47,9.46,9.45,20,45,126,170,106,0
2020-01-02 09:35:12,9.5,135.000,128340.000,9.5,9.56,9.57,9.58,9.59,44,102,110,59,45,9.49,9.48,9.47,9.46,9.45,121,58,142,166,106,0
2020-01-02 09:35:15,9.5,3.000,2850.000,9.5,9.56,9.57,9.58,9.59,41,102,110,59,45,9.49,9.48,9.47,9.46,9.45,121,80,137,166,106,1
2020-01-02 09:35:18,9.5,3.000,2850.000,9.5,9.56,9.57,9.58,9.59,38,102,110,59,45,9.49,9.48,9.47,9.46,9.45,126,80,137,153,106,1
2020-01-02 09:35:21,9.5,4.000,3800.000,9.5,9.56,9.57,9.58,9.59,34,102,110,59,45,9.49,9.48,9.47,9.46,9.45,126,80,137,153,106,1
2020-01-02 09:35:24,9.5,34.000,32300.000,9.56,9.57,9.58,9.59,9.6,102,105,59,95,40,9.5,9.49,9.48,9.47,9.46,23,126,80,137,153,1
2020-01-02 09:35:30,9.55,40.000,38170.000,9.56,9.57,9.58,9.59,9.6,104,105,59,95,40,9.55,9.5,9.49,9.48,9.47,60,61,126,80,137,1
2020-01-02 09:35:33,9.55,19.000,18145.000,9.56,9.57,9.58,9.59,9.6,104,105,59,95,40,9.55,9.5,9.49,9.48,9.47,41,61,126,80,137,0
2020-01-02 09:35:42,9.55,41.000,39155.000,9.55,9.56,9.57,9.58,9.59,10,104,105,64,95,9.5,9.49,9.48,9.47,9.46,94,124,80,97,153,0
2020-01-02 09:36:06,9.55,7.000,6685.000,9.55,9.56,9.57,9.58,9.59,314,97,105,64,95,9.51,9.5,9.49,9.48,9.47,35,119,124,130,97,1
2020-01-02 09:36:18,9.51,2.000,1902.000,9.55,9.56,9.57,9.58,9.59,316,97,105,64,95,9.51,9.5,9.49,9.48,9.47,42,119,126,130,97,0
2020-01-02 09:36:39,9.53,15.000,14295.000,9.54,9.55,9.56,9.57,9.58,18,316,91,105,64,9.51,9.5,9.49,9.48,9.47,90,141,126,130,97,1
2020-01-02 09:37:09,9.54,38.000,36252.000,9.55,9.56,9.57,9.58,9.59,316,141,105,64,95,9.54,9.53,9.51,9.5,9.49,3,11,54,130,124,1
2020-01-02 09:37:30,9.54,3.000,2862.000,9.54,9.55,9.56,9.57,9.58,2,312,226,105,64,9.53,9.52,9.51,9.5,9.49,40,5,54,126,137,0
2020-01-02 09:37:36,9.55,20.000,19098.000,9.55,9.56,9.57,9.58,9.59,294,226,105,64,95,9.54,9.53,9.52,9.51,9.5,3,30,5,54,126,1
2020-01-02 09:37:42,9.54,10.000,9547.000,9.55,9.56,9.57,9.58,9.59,297,226,105,64,95,9.53,9.52,9.51,9.5,9.49,30,5,54,126,137,0
2020-01-02 09:37:48,9.54,1.000,954.000,9.55,9.56,9.57,9.58,9.59,297,226,105,64,95,9.54,9.53,9.52,9.51,9.5,2,30,5,54,126,0
2020-01-02 09:37:51,9.54,1.000,954.000,9.55,9.56,9.57,9.58,9.59,297,212,105,64,95,9.54,9.53,9.52,9.51,9.5,1,30,5,54,136,0
2020-01-02 09:37:54,9.54,4.000,3819.000,9.54,9.55,9.56,9.57,9.58,40,294,212,105,64,9.53,9.52,9.51,9.5,9.49,30,5,39,136,38,0
2020-01-02 09:38:06,9.54,4.000,3816.000,9.54,9.55,9.56,9.57,9.58,36,292,212,105,64,9.53,9.52,9.51,9.5,9.49,30,5,39,166,38,1
2020-01-02 09:38:30,9.54,5.000,4770.000,9.54,9.55,9.56,9.57,9.58,74,292,212,105,106,9.53,9.52,9.51,9.5,9.49,34,15,39,158,38,1
2020-01-02 09:38:42,9.53,2.000,1906.000,9.54,9.55,9.56,9.57,9.58,84,292,212,105,106,9.53,9.52,9.51,9.5,9.49,90,15,39,158,38,0
